system,id,bucket,noise_class,snr_in,clipped,ref_dropout,impulse_peak_db,snr_out,si_sdr,stoi,pesq_wb,recovery_s,asr_text
ckpt:runs/vaani_no_controller/best.pt,0000,changing_-10,changing,-10.0,False,False,,7.403259754180908,6.532196044921875,0.7815028566294202,1.6119433641433716,nan,courage. Sign the papers.
ckpt:runs/vaani_no_controller/best.pt,0001,changing_-10,changing,-10.0,False,False,,6.386765480041504,5.267490386962891,0.786669840884364,1.2811373472213745,nan,"Emily and Deborah took a reckless and prestigious business of a net, though she could not entirely subdue her own to which the"
ckpt:runs/vaani_no_controller/best.pt,0002,changing_-10,changing,-10.0,False,False,,3.7086057662963867,1.3143271207809448,0.7027307803277142,1.1775799989700317,nan,"Eat the fish, like this flower, then eat the eggs. And get drunk. That's right. Next lesson."
ckpt:runs/vaani_no_controller/best.pt,0003,changing_-10,changing,-10.0,True,False,,3.8146212100982666,1.6373223066329956,0.667886147325647,1.1814297437667847,nan,"after an angel, bring a majority to the acts. Five towns forever obstinate."
ckpt:runs/vaani_no_controller/best.pt,0004,changing_-10,changing,-10.0,False,False,,10.367267608642578,9.953137397766113,0.910364442216,2.14260196685791,nan,and to see that the states suffer more front. Nothing was actually said about the striking of the flag.
ckpt:runs/vaani_no_controller/best.pt,0005,changing_-10,changing,-10.0,True,False,,3.950664758682251,2.262619972229004,0.7552861137590783,1.4502722024917603,nan,"the Dutch fishing fleet and their convoy. After these first blows against the enemy's convoy,"
ckpt:runs/vaani_no_controller/best.pt,0006,changing_-10,changing,-10.0,False,False,,5.244446277618408,3.732863664627075,0.8200090003779046,1.4013924598693848,nan,Little of those had not yet. They weren't from the American point of view.
ckpt:runs/vaani_no_controller/best.pt,0007,changing_-10,changing,-10.0,False,False,,8.844208717346191,8.508752822875977,0.7328069761282127,1.594146490097046,nan,night. The men gathered round and quickly began to play my whole country home. They sang one
ckpt:runs/vaani_no_controller/best.pt,0008,changing_-10,changing,-10.0,False,False,,10.417336463928223,10.062652587890625,0.9284254296945033,2.0027072429656982,nan,"both from the members and adherents of the House of Stuart, including the Princess Royal and the Queen of O'Heary."
ckpt:runs/vaani_no_controller/best.pt,0009,changing_-10,changing,-10.0,False,True,,5.828409194946289,4.700132369995117,0.8186067370299184,1.4285136461257935,nan,seems to play in its efforts to change more sequestered quarters to arrange their plans that politicians
ckpt:runs/vaani_no_controller/best.pt,0010,changing_-10,changing,-10.0,False,True,,3.6989755630493164,2.0028719902038574,0.7501515100804432,1.2165173292160034,nan,"when he paused for a moment. It sounds wrong and he wanted another. Ms. Nellie, slow the song."
ckpt:runs/vaani_no_controller/best.pt,0011,changing_-10,changing,-10.0,False,False,,8.570735931396484,7.920957088470459,0.9219550907903262,1.932793140411377,nan,"of a doctor at once, but I implored her, as I had never bade for anything before, not to sin for him."
ckpt:runs/vaani_no_controller/best.pt,0012,changing_-10,changing,-10.0,False,False,,18.718082427978516,18.734094619750977,0.9746775340538177,2.5540573596954346,nan,"He kept a horse and meat trap, had his wife and two children who were well established in a meat house on the north."
ckpt:runs/vaani_no_controller/best.pt,0013,changing_-10,changing,-10.0,False,False,,15.281505584716797,15.411056518554688,0.9743096114885333,3.0063419342041016,nan,as might be undertaken by ladies and children on warm afternoons. They had afterwards
ckpt:runs/vaani_no_controller/best.pt,0014,changing_-10,changing,-10.0,False,False,,11.612068176269531,11.936873435974121,0.9196241308939914,2.0836195945739746,nan,coupled with the condition that both states should bind themselves not to allow the presence within no boundaries of a vowed end.
ckpt:runs/vaani_no_controller/best.pt,0015,changing_-10,changing,-10.0,False,False,,6.593689918518066,5.59921932220459,0.8271715172855928,1.524463415145874,nan,"Without her, you would probably be more than some other man's hotel. Add a word from Kirkpatrick."
ckpt:runs/vaani_no_controller/best.pt,0016,changing_-10,changing,-10.0,False,False,,15.884845733642578,15.923042297363281,0.9578751093448836,2.5048444271087646,nan,"the long frequenting of the place, became aware of his position to the, why, old man, how"
ckpt:runs/vaani_no_controller/best.pt,0017,changing_-10,changing,-10.0,False,False,,10.680941581726074,10.613862991333008,0.8468684257173666,1.7570581436157227,nan,But for some five weeks the existence of the act was unknown to the state's general. During that period.
ckpt:runs/vaani_no_controller/best.pt,0018,changing_-10,changing,-10.0,False,False,,5.980167388916016,4.748318195343018,0.8242576182143139,1.5313282012939453,nan,But Cromwell had insisted upon it.
ckpt:runs/vaani_no_controller/best.pt,0019,changing_-10,changing,-10.0,False,False,,5.211331367492676,3.715567111968994,0.8266780724822128,1.448561191558838,nan,"For the most part he lounged about, dressed in excellent tailored suits"
ckpt:runs/vaani_no_controller/best.pt,0020,changing_-10,changing,-10.0,False,False,,5.481978416442871,4.145583152770996,0.8450133528254443,1.2198082208633423,nan,"All running in the Shumkin, Papery Islands, and Emotionless Ovens, Lane 5."
ckpt:runs/vaani_no_controller/best.pt,0021,changing_-10,changing,-10.0,True,False,,6.639763832092285,5.587649345397949,0.7591000662708238,1.3124749660491943,nan,But 40-button showed us the Gold Watch which struck the atoms and it took us right.
