system,id,bucket,noise_class,snr_in,clipped,ref_dropout,impulse_peak_db,snr_out,si_sdr,stoi,pesq_wb,recovery_s,asr_text
gtcrn_pretrained,0000,changing_-10,changing,-10.0,False,False,,1.142356276512146,-1.5554418563842773,0.6134064738725854,1.2770577669143677,nan,side the paper something like that
gtcrn_pretrained,0001,changing_-10,changing,-10.0,False,False,,3.2345712184906006,1.322857141494751,0.7241755605635785,1.1200302839279175,nan,"Emily never took a rep for the mischievousness of Annette, though she could not entirely subdue her own."
gtcrn_pretrained,0002,changing_-10,changing,-10.0,False,False,,1.5152230262756348,-2.123103380203247,0.5334504162878806,1.1008597612380981,nan,Thank you.
gtcrn_pretrained,0003,changing_-10,changing,-10.0,True,False,,0.9236463308334351,-4.131035804748535,0.5562651321983423,1.0915956497192383,nan,after.
gtcrn_pretrained,0004,changing_-10,changing,-10.0,False,False,,8.425045013427734,7.7546586990356445,0.8654166742451683,1.7048745155334473,nan,and to see that the spout's up in the front. Nothing was actually said about the striking of the flag.
gtcrn_pretrained,0005,changing_-10,changing,-10.0,True,False,,3.0924952030181885,0.18347783386707306,0.6508453651185434,1.2357244491577148,nan,"the Dutch fishing fleet and their pommel. After these first blows, gets the enemy's pommel."
gtcrn_pretrained,0006,changing_-10,changing,-10.0,False,False,,-3.536987066268921,-7.528499603271484,0.7678423005979389,1.1299993991851807,nan,I'll let those hit not yet. Learn from the American point of view.
gtcrn_pretrained,0007,changing_-10,changing,-10.0,False,False,,5.996028900146484,4.769874572753906,0.5523148151595416,1.152016282081604,nan,tonight. The men get it on. You begin. Play my.
gtcrn_pretrained,0008,changing_-10,changing,-10.0,False,False,,9.40600299835205,8.959321022033691,0.8518123926406594,1.4694914817810059,nan,"both of the members and the president of the House of Stuart, including the Princess Royal and the Queen of Bohemia."
gtcrn_pretrained,0009,changing_-10,changing,-10.0,False,True,,-0.6352115273475647,-3.1035866737365723,0.7609275285031939,1.2084345817565918,nan,to arrange their plans.
gtcrn_pretrained,0010,changing_-10,changing,-10.0,False,True,,-6.230406761169434,-9.666583061218262,0.5660982973465223,1.3958429098129272,nan,"I'm just gonna go. It's wrong. One for another. Miss Nellie, sorry."
gtcrn_pretrained,0011,changing_-10,changing,-10.0,False,False,,-2.2449495792388916,-3.1278696060180664,0.8707195025004878,1.3687021732330322,nan,"I'm a doctor at once, but I implored her as I had never bade for anything before not to sin for him. I could"
gtcrn_pretrained,0012,changing_-10,changing,-10.0,False,False,,11.550352096557617,11.246031761169434,0.9508240695774695,1.8582227230072021,nan,He kept a horse and meat trap at his wife and two children who were well established in a meat house on the north.
gtcrn_pretrained,0013,changing_-10,changing,-10.0,False,False,,8.796119689941406,8.236480712890625,0.8821205413084775,1.523067593574524,nan,as might be undertaken by ladies and children on warm afternoons. They had afterwards
gtcrn_pretrained,0014,changing_-10,changing,-10.0,False,False,,9.471009254455566,9.113239288330078,0.8371911153917366,1.3912827968597412,nan,coupled with the condition that both states should bind themselves not to allow the presence of a no boundary of about it.
gtcrn_pretrained,0015,changing_-10,changing,-10.0,False,False,,1.8491933345794678,-0.4487706422805786,0.6612962308093513,1.1541379690170288,nan,at some other man's hotel at a word phone call
gtcrn_pretrained,0016,changing_-10,changing,-10.0,False,False,,12.344148635864258,12.10563850402832,0.9230656548799129,1.8707762956619263,nan,long frequenting of the place became aware of his position to the
gtcrn_pretrained,0017,changing_-10,changing,-10.0,False,False,,8.465826988220215,7.848265171051025,0.7603141983966123,1.2600148916244507,nan,So five weeks the existence of the act was unknown to the state's general.
gtcrn_pretrained,0018,changing_-10,changing,-10.0,False,False,,0.5642505288124084,-1.265257477760315,0.7306498900463061,1.2141399383544922,nan,But Cromwell had insisted upon it.
gtcrn_pretrained,0019,changing_-10,changing,-10.0,False,False,,-5.8325581550598145,-8.506669044494629,0.7067700545567572,1.1515617370605469,nan,The most boring lounge about dressed in excellent tailored suits
gtcrn_pretrained,0020,changing_-10,changing,-10.0,False,False,,2.08925199508667,-2.091125011444092,0.6649315859240212,1.0786833763122559,nan,That's all for this week's webinar.
gtcrn_pretrained,0021,changing_-10,changing,-10.0,True,False,,2.906602621078491,-0.09740669280290604,0.6056819086464588,1.058056116104126,nan,before we let the children go to the doctor.
gtcrn_pretrained,0022,changing_-10,changing,-10.0,False,False,,7.164332866668701,6.237817764282227,0.8116249337473487,1.4290772676467896,nan,She had suffered now almost overpaying her. But Montoni paused scarcely an instant and commenced.
gtcrn_pretrained,0023,changing_-10,changing,-10.0,False,False,,9.434062957763672,8.95098876953125,0.9464056250789058,2.146199941635132,nan,"she told Mrs. Cutter. It would be useless to air interrogate the girl, for she knew nothing of what had happened."
gtcrn_pretrained,0024,changing_-10,changing,-10.0,False,False,,-2.8266983032226562,-8.378878593444824,0.5768109674416844,1.0336917638778687,nan,that might involve in these days.
gtcrn_pretrained,0025,changing_-10,changing,-10.0,False,False,,1.3987627029418945,-4.087282180786133,0.5580690092381465,1.0570642948150635,nan,Kid Lee at the United Performance Center.
gtcrn_pretrained,0026,changing_-10,changing,-10.0,False,False,,-1.2517070770263672,-2.080237627029419,0.8778608088060708,1.3585481643676758,nan,"boys, the murder of Doris Slar, and the protection afforded to the royalist refugees had been"
gtcrn_pretrained,0027,changing_-10,changing,-10.0,False,False,,-4.950770854949951,-8.354999542236328,0.744513314207914,1.1487371921539307,nan,The Dutch were suffering terrible damage to the re...
gtcrn_pretrained,0028,changing_-10,changing,-10.0,True,False,,5.231389045715332,3.691798686981201,0.717299588821412,1.1303815841674805,nan,"of the better social order. But if you're interested in that aspect here, then firstly, you're not"
gtcrn_pretrained,0029,changing_-10,changing,-10.0,False,False,,5.308652877807617,3.7993850708007812,0.8127012039211142,1.461411714553833,nan,"She was sick of something as a friend. She was tall, dark, severe."
gtcrn_pretrained,0030,changing_-10,changing,-10.0,False,False,,2.8245725631713867,-0.3670847415924072,0.724451993141743,1.1093809604644775,nan,between the two neighboring republics.
gtcrn_pretrained,0031,changing_-10,changing,-10.0,False,False,,3.8347153663635254,1.5193264484405518,0.6713875774069121,1.134748935699463,nan,"I was going to ask you, but I decided that he might take the credit server."
gtcrn_pretrained,0032,changing_-10,changing,-10.0,False,False,,2.950087785720825,-0.09705832600593567,0.58631030970254,1.060437560081482,nan,"this, it included her sensations, seeing that she was disappointed with an applied gym policeman."
gtcrn_pretrained,0033,changing_-10,changing,-10.0,False,False,,-2.6408579349517822,-3.796679973602295,0.821101115881808,1.7539970874786377,nan,and there were several in her list of which every heroine had not even heard.
gtcrn_pretrained,0034,changing_-10,changing,-10.0,False,False,,3.233949899673462,0.581479549407959,0.6881771386541493,1.1347378492355347,nan,or the music outside of the part fiction. And so this is going to be a friend's meeting.
