system,id,bucket,noise_class,snr_in,clipped,ref_dropout,impulse_peak_db,snr_out,si_sdr,stoi,pesq_wb,recovery_s,asr_text
ckpt:runs/vaani_full/best.pt,0000,changing_-10,changing,-10.0,False,False,,7.619815826416016,6.795307159423828,0.7784699006134861,1.6389483213424683,nan,courage. Sign the papers.
ckpt:runs/vaani_full/best.pt,0001,changing_-10,changing,-10.0,False,False,,6.900076389312744,5.910111427307129,0.7983646003543431,1.3062726259231567,nan,"Emily and Deborah took a wreck to see her suspicious weakness of Annette, though she could not entirely subdue her own, to which the"
ckpt:runs/vaani_full/best.pt,0002,changing_-10,changing,-10.0,False,False,,3.7963879108428955,1.5028547048568726,0.7079771762093939,1.1767702102661133,nan,"If you like the video, please like and subscribe."
ckpt:runs/vaani_full/best.pt,0003,changing_-10,changing,-10.0,True,False,,3.8780555725097656,1.7715952396392822,0.679099315322278,1.178652048110962,nan,"after an angle, during a majority through the acts. Five towns or over obstinate."
ckpt:runs/vaani_full/best.pt,0004,changing_-10,changing,-10.0,False,False,,10.420602798461914,10.007448196411133,0.9051470434882036,2.0373809337615967,nan,and to see that the states suffer more front. Nothing was actually said about the striking of the flag.
ckpt:runs/vaani_full/best.pt,0005,changing_-10,changing,-10.0,True,False,,4.153337001800537,2.4857778549194336,0.7531655701621862,1.4429622888565063,nan,"the Dutch fishing fleet and their convoy. After these first blows against the enemy's convoy,"
ckpt:runs/vaani_full/best.pt,0006,changing_-10,changing,-10.0,False,False,,5.192776679992676,3.6806557178497314,0.8161058154476296,1.4183759689331055,nan,Little of those had not yet. Even from the American point of view.
ckpt:runs/vaani_full/best.pt,0007,changing_-10,changing,-10.0,False,False,,8.870755195617676,8.531875610351562,0.7363932091348634,1.5970423221588135,nan,"tonight. The men gathered round and as they began to play, might will come home. They sang one"
ckpt:runs/vaani_full/best.pt,0008,changing_-10,changing,-10.0,False,False,,10.656861305236816,10.312612533569336,0.9251246663836272,1.95252525806427,nan,"It's both one of the members and adherents of the House of Stuart, including the Princess Royal and the Queen of O'Heary."
ckpt:runs/vaani_full/best.pt,0009,changing_-10,changing,-10.0,False,True,,5.571332931518555,4.333510875701904,0.8182320617806373,1.3726762533187866,nan,It seems like it's more sequestered quarters to arrange their plans that
ckpt:runs/vaani_full/best.pt,0010,changing_-10,changing,-10.0,False,True,,4.611068248748779,2.955204486846924,0.7331160650264144,1.232171654701233,nan,when he paused for a moment. He doesn't sound as wrong and he wanted another. Ms. Nellie slows off.
ckpt:runs/vaani_full/best.pt,0011,changing_-10,changing,-10.0,False,False,,8.802340507507324,8.189618110656738,0.9190104017856752,1.9322509765625,nan,"of a doctor at once, but I implored her, as I had never bade for anything before, not to sin for him."
ckpt:runs/vaani_full/best.pt,0012,changing_-10,changing,-10.0,False,False,,18.64885139465332,18.686025619506836,0.9720633714574944,2.471177816390991,nan,"He kept a horse and meat trap, had his wife and two children who were well established in a meat house on the north."
ckpt:runs/vaani_full/best.pt,0013,changing_-10,changing,-10.0,False,False,,15.185322761535645,15.198047637939453,0.9704827897583028,3.0185654163360596,nan,as might be undertaken by ladies and children on warm afternoons. They had afterwards
ckpt:runs/vaani_full/best.pt,0014,changing_-10,changing,-10.0,False,False,,11.279454231262207,11.729899406433105,0.913422042092566,1.9351670742034912,nan,coupled with the condition that both states should bind themselves not to allow the presence within no boundaries of the vowed end.
ckpt:runs/vaani_full/best.pt,0015,changing_-10,changing,-10.0,False,False,,6.5088629722595215,5.522637844085693,0.8281766206108574,1.5211994647979736,nan,"Without her, you would probably be dead in some other man's hotel. Add a word from Kirkpatrick."
ckpt:runs/vaani_full/best.pt,0016,changing_-10,changing,-10.0,False,False,,15.923954010009766,16.017616271972656,0.9560228788793348,2.5607500076293945,nan,"long frequenting of the place became aware of his position to the, why, old man, how"
ckpt:runs/vaani_full/best.pt,0017,changing_-10,changing,-10.0,False,False,,10.667623519897461,10.56131362915039,0.8582563441263599,1.761369228363037,nan,"But just on five weeks, the existence of the act was unknown to the state's general. And during that period..."
ckpt:runs/vaani_full/best.pt,0018,changing_-10,changing,-10.0,False,False,,5.930777549743652,4.679746150970459,0.8155092998648438,1.4989041090011597,nan,But Cromwell had insisted upon it.
ckpt:runs/vaani_full/best.pt,0019,changing_-10,changing,-10.0,False,False,,5.231673717498779,3.7521026134490967,0.8335443486292274,1.431945562362671,nan,"For the most part he lounged about, dressed in excellent tailored suits"
ckpt:runs/vaani_full/best.pt,0020,changing_-10,changing,-10.0,False,False,,5.562661170959473,4.299889087677002,0.8465374717875633,1.2266236543655396,nan,"all running in the Shumkin, Papery Islands, and Emotionless Ovens, Blaine Fives."
ckpt:runs/vaani_full/best.pt,0021,changing_-10,changing,-10.0,True,False,,6.526047706604004,5.435801029205322,0.7587405648943307,1.318450689315796,nan,But 40-month-old showed us the Gold Watch which struck the atoms and it took us right.
ckpt:runs/vaani_full/best.pt,0022,changing_-10,changing,-10.0,False,False,,8.782872200012207,8.236002922058105,0.855952319605459,1.7375822067260742,nan,"She had suffered now, almost overcame her. But Montoni paused scarcely an instant and commanded"
ckpt:runs/vaani_full/best.pt,0023,changing_-10,changing,-10.0,False,False,,10.065169334411621,9.616190910339355,0.9688539478017637,2.7497642040252686,nan,"she told Mrs. Cutter. It would be useless to air interrogate the girl, for she knew nothing of what had happened."
ckpt:runs/vaani_full/best.pt,0024,changing_-10,changing,-10.0,False,False,,7.02288818359375,6.292692184448242,0.7961565306430818,1.4692575931549072,nan,"that might be. The girl had in these days thousand uses for her sense of the romantic, which"
ckpt:runs/vaani_full/best.pt,0025,changing_-10,changing,-10.0,False,False,,3.241935968399048,0.4827183485031128,0.7424123448134683,1.2174791097640991,nan,"I'm hearing by the orange partisans, but I've been retained generally in the United provinces."
ckpt:runs/vaani_full/best.pt,0026,changing_-10,changing,-10.0,False,False,,14.609618186950684,14.703886032104492,0.9463645632261989,3.4410243034362793,nan,The murder of Doris Slar and the protection afforded to the royalist refugees had been additional.
ckpt:runs/vaani_full/best.pt,0027,changing_-10,changing,-10.0,False,False,,2.540006399154663,0.5809419751167297,0.857154883244537,1.4578038454055786,nan,"Meanwhile, both nations had been getting sick of the war. The Dutch were suffering terribly from the series."
ckpt:runs/vaani_full/best.pt,0028,changing_-10,changing,-10.0,True,False,,8.280413627624512,7.594078063964844,0.8520350069744301,1.547602891921997,nan,"the augur of the better social order. The things which they've satisfied here, those sensory, your m-"
ckpt:runs/vaani_full/best.pt,0029,changing_-10,changing,-10.0,False,False,,7.581228256225586,6.78483772277832,0.8796320357881559,1.8109267950057983,nan,"suicide as her friends were. She was tall, dark, severe, was something"
ckpt:runs/vaani_full/best.pt,0030,changing_-10,changing,-10.0,False,False,,5.691043853759766,4.516290664672852,0.8587067613982255,1.476098895072937,nan,"First, we open up the prospect of friendly relations between the two neighboring republics."
ckpt:runs/vaani_full/best.pt,0031,changing_-10,changing,-10.0,False,False,,3.9979610443115234,1.9094467163085938,0.676541818195112,1.1879040002822876,nan,"I was hoping it happened, but I decided that he might take the colors to the far right."
ckpt:runs/vaani_full/best.pt,0032,changing_-10,changing,-10.0,False,False,,4.434723854064941,2.497732639312744,0.6930238384994843,1.1521250009536743,nan,in order to give more sensations so that she was disappointed when an apology policeman
ckpt:runs/vaani_full/best.pt,0033,changing_-10,changing,-10.0,False,False,,8.658516883850098,8.1088285446167,0.8583856726817891,1.9054136276245117,nan,and there were several in her list of which our heroine had not even heard.
ckpt:runs/vaani_full/best.pt,0034,changing_-10,changing,-10.0,False,False,,5.2021164894104,3.787668228149414,0.8495461680510168,1.3772265911102295,nan,once and then on the other side of the partition. Introduce me to your time this time.
ckpt:runs/vaani_full/best.pt,0035,changing_-10,changing,-10.0,False,False,,7.248420238494873,6.542148113250732,0.9321276370042467,2.1457393169403076,nan,to look rough and fight battles. Emily endeavored to correct the superstitious weakness of an
ckpt:runs/vaani_full/best.pt,0036,changing_-10,changing,-10.0,False,False,,8.977426528930664,8.492049217224121,0.8088045490571732,1.4376736879348755,nan,There was consternation in Holland and the state's general determined to send a special embassy to London.
ckpt:runs/vaani_full/best.pt,0037,changing_-10,changing,-10.0,False,False,,12.366678237915039,12.208466529846191,0.8624385374710968,2.221788167953491,nan,he himself the sixty ships set out to seek the English fleet which lay in the downs.
ckpt:runs/vaani_full/best.pt,0038,changing_-10,changing,-10.0,False,False,,5.445392608642578,4.223341464996338,0.7618617275698288,1.2644041776657104,nan,"Admiral to Reutcher and the Whip, the board of Admiralty of the inferiority of the rest of his fleet."
ckpt:runs/vaani_full/best.pt,0039,changing_-10,changing,-10.0,False,False,,14.11495590209961,14.6376371383667,0.8213802775263614,2.2937371730804443,nan,Lily so fidgety and she asked such impossible questions.
ckpt:runs/vaani_full/best.pt,0000,changing_-5,changing,-5.0,False,False,,10.663738250732422,10.28812026977539,0.9146464770201318,1.8842918872833252,nan,"It was a soft, amenable, negro voice, like those I remembered from early childhood."
ckpt:runs/vaani_full/best.pt,0001,changing_-5,changing,-5.0,False,True,,6.133520603179932,4.980062484741211,0.7924764097547425,1.4623645544052124,nan,I remember to send back the secret correspondence and also the act if it was still...
ckpt:runs/vaani_full/best.pt,0002,changing_-5,changing,-5.0,False,False,,8.915117263793945,8.411319732666016,0.8723113922083555,1.5525047779083252,nan,one's mother would fit. The doctor came and gave him opium. When Sampson was well again.
ckpt:runs/vaani_full/best.pt,0003,changing_-5,changing,-5.0,False,False,,15.089898109436035,15.512999534606934,0.905121037805044,3.097705602645874,nan,"as I say, to Paris. The ad had doubts and wonderments not allayed at that altar."
ckpt:runs/vaani_full/best.pt,0004,changing_-5,changing,-5.0,False,False,,9.920453071594238,9.489657402038574,0.9173495843150961,1.7957344055175781,nan,his mother had told him over and over how his master would.
ckpt:runs/vaani_full/best.pt,0005,changing_-5,changing,-5.0,False,True,,6.750225067138672,5.786070346832275,0.8271536709471768,1.3835475444793701,nan,or commander of military and naval forces.
ckpt:runs/vaani_full/best.pt,0006,changing_-5,changing,-5.0,False,False,,5.610854148864746,4.412093639373779,0.8438769335105006,1.479599952697754,nan,Statesman destined to play the leading part in the government of the Dutch Republic during two decades had already made his mark.
ckpt:runs/vaani_full/best.pt,0007,changing_-5,changing,-5.0,False,True,,4.5767388343811035,3.077998161315918,0.9246239753131494,1.7274811267852783,nan,been satisfactorily selected and his trip marked out for the next six weeks.
ckpt:runs/vaani_full/best.pt,0008,changing_-5,changing,-5.0,False,False,,11.829216003417969,11.534791946411133,0.9301761499559262,1.837291955947876,nan,by raking up the long list of grievances that had stirred up a bitter feeling of popular hatred against the United Provinces and in
ckpt:runs/vaani_full/best.pt,0009,changing_-5,changing,-5.0,False,False,,6.376790523529053,5.332137107849121,0.893172736734638,1.7701804637908936,nan,demanded that the Dutch commander should acknowledge human sovereignty by striking flag and sail and by firing a salute.
ckpt:runs/vaani_full/best.pt,0010,changing_-5,changing,-5.0,False,False,,7.439053058624268,6.830766677856445,0.8145687386520087,1.3682453632354736,nan,This affidavit of fear ill becomes the heroin who's just dared to brave my indignation.
ckpt:runs/vaani_full/best.pt,0011,changing_-5,changing,-5.0,False,False,,9.551267623901367,9.131574630737305,0.8823048796756106,1.7866764068603516,nan,"In any case, the council pensionary, being convinced of the necessity of peace, was also secured by"
ckpt:runs/vaani_full/best.pt,0012,changing_-5,changing,-5.0,False,False,,8.677801132202148,8.04503345489502,0.8695048068036038,1.573608636856079,nan,"Hundreds of actors, functions, politicians, and the general run of successful characters about town."
ckpt:runs/vaani_full/best.pt,0013,changing_-5,changing,-5.0,False,False,,7.425731658935547,7.004862308502197,0.8673721683366882,2.0862748622894287,nan,The flag had to be struck when English ships were met and the right of search to be permitted.
ckpt:runs/vaani_full/best.pt,0014,changing_-5,changing,-5.0,False,False,,8.042037963867188,7.6386542320251465,0.9227979714408997,1.8456320762634277,nan,"The Dutch ships were inferior in size, solidity, and weight of metal. For two days the fight was"
ckpt:runs/vaani_full/best.pt,0015,changing_-5,changing,-5.0,True,False,,6.113229751586914,5.417189598083496,0.7135217832486194,1.4331209659576416,nan,of the English commands made a continuation of hostilities inevitable.
ckpt:runs/vaani_full/best.pt,0016,changing_-5,changing,-5.0,False,False,,8.263625144958496,7.625588417053223,0.8682651768559915,1.4579212665557861,nan,I'm definitely absolutely thrilled. A hand placed softly on my shoulder and a
ckpt:runs/vaani_full/best.pt,0017,changing_-5,changing,-5.0,False,False,,7.248780727386475,6.3663434982299805,0.7598147048631825,1.5331084728240967,nan,"I heard my own voice, joint my funny sternly. And nothing else?"
ckpt:runs/vaani_full/best.pt,0018,changing_-5,changing,-5.0,False,False,,9.15925121307373,8.615891456604004,0.8802179476584174,1.6648602485656738,nan,"I say I could give you other instances of my power and of my character, which it seems."
ckpt:runs/vaani_full/best.pt,0019,changing_-5,changing,-5.0,False,False,,8.904677391052246,8.371066093444824,0.8138172139221412,1.5325212478637695,nan,type of math they're represented at least the ladies. Yes I will.
ckpt:runs/vaani_full/best.pt,0020,changing_-5,changing,-5.0,False,False,,9.112007141113281,8.616601943969727,0.938601572108811,1.9907288551330566,nan,"the states done much for the flexed. To find a successor to Martin Trump, we're so far from being discouraged."
ckpt:runs/vaani_full/best.pt,0021,changing_-5,changing,-5.0,False,False,,7.848681449890137,7.0747480392456055,0.8624496320490306,1.6542437076568604,nan,"Well, you'd better be going. It's half after eight already. And he drew out so much."
ckpt:runs/vaani_full/best.pt,0022,changing_-5,changing,-5.0,True,False,,9.12673568725586,8.566543579101562,0.8429200994853032,1.585477352142334,nan,"Well, you'd better be going. It's half after eight. I'll rough it. I need you out."
ckpt:runs/vaani_full/best.pt,0023,changing_-5,changing,-5.0,False,False,,16.774715423583984,16.81584930419922,0.9857646396630613,3.63515305519104,nan,"loud cries of regicides and many abusive epithets, remembering the fate of Dorislar were in fear."
ckpt:runs/vaani_full/best.pt,0024,changing_-5,changing,-5.0,False,False,,12.613734245300293,12.386788368225098,0.927520347011887,2.538872480392456,nan,than such a binding alliance or rather coalition as would practically merge the lesser state and the greater.
ckpt:runs/vaani_full/best.pt,0025,changing_-5,changing,-5.0,False,False,,8.485297203063965,7.970648765563965,0.8560740785183893,1.8278834819793701,nan,"and its generals, Blake, Penn, and A.S.Q., had already acquired much valuable experience."
ckpt:runs/vaani_full/best.pt,0026,changing_-5,changing,-5.0,False,False,,7.6527910232543945,6.837404251098633,0.8493144767478406,1.5964044332504272,nan,"The enemy won't be so civil perhaps as to walk off, like the ghost, and leave them to help one another up."
ckpt:runs/vaani_full/best.pt,0027,changing_-5,changing,-5.0,False,False,,10.196008682250977,9.875335693359375,0.928252502022199,2.2730181217193604,nan,"Weed the room instantly, said he, seeming not to notice this strange occurrence."
ckpt:runs/vaani_full/best.pt,0028,changing_-5,changing,-5.0,False,False,,4.99473237991333,3.341526746749878,0.7996025236666334,1.2566529512405396,nan,If you were to go running about the castle among all these drunkards and yours...
ckpt:runs/vaani_full/best.pt,0029,changing_-5,changing,-5.0,False,False,,8.518392562866211,7.8602094650268555,0.7887384269379006,2.145681381225586,nan,by firing a salute whenever any of their squadrons met English ships in the narrow seas.
ckpt:runs/vaani_full/best.pt,0030,changing_-5,changing,-5.0,False,True,,22.227901458740234,23.53839111328125,0.9530243845354879,3.4997806549072266,nan,Prepare and clean the fish. Stuff with seasoned crumbs.
ckpt:runs/vaani_full/best.pt,0031,changing_-5,changing,-5.0,False,False,,10.294913291931152,10.268655776977539,0.8512382327881154,1.5021843910217285,nan,Nothing could be here with no other characters. How could he have turned the games of walking broad on the young part?
ckpt:runs/vaani_full/best.pt,0032,changing_-5,changing,-5.0,False,False,,4.892428874969482,3.2033443450927734,0.7852421518529039,1.2880977392196655,nan,would only be obtained with the greatest difficulty. He was to prove himself a very past master in the world.
