system,id,bucket,noise_class,snr_in,clipped,ref_dropout,impulse_peak_db,fault,speech_source,snr_out,si_sdr,stoi,pesq_wb,recovery_s,asr_text
ckpt:runs/gtcrn_finetuned_r2/best.pt,0000,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24360601,8.60845947265625,8.830038070678711,0.9961882238497903,2.0730438232421875,nan,ब्रे चाचा क्रिकेट के शोक्किया खिलाडी है
ckpt:runs/gtcrn_finetuned_r2/best.pt,0001,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24359451,12.738668441772461,12.522035598754883,0.9143321684731333,1.9192970991134644,nan,रेना को एक ओजद का चिन नहीं तुपर किंख्स नहीं की आरी टेन.
ckpt:runs/gtcrn_finetuned_r2/best.pt,0002,changing_-10,changing,-10.0,False,False,,,ls:2007-149877-0004,5.539355754852295,4.196380138397217,0.7594870508120142,1.142572045326233,nan,"fine clothes, good eating, and particularly the company and acquaintancehip of successful men."
ckpt:runs/gtcrn_finetuned_r2/best.pt,0003,changing_-10,changing,-10.0,True,False,,,ls:2007-132570-0019,3.3284716606140137,1.7819576263427734,0.8732002658445215,1.6819742918014526,nan,and nothing to be seen but the old castle walls. So they helped one another up again as fast as they could.
ckpt:runs/gtcrn_finetuned_r2/best.pt,0004,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0075,7.646017551422119,7.236359596252441,0.8853067153826696,1.418829321861267,nan,a session of Cromwell to Supreme Power in December 1653 with the title of Lord Protector.
ckpt:runs/gtcrn_finetuned_r2/best.pt,0005,changing_-10,changing,-10.0,True,False,,,ls:1081-128618-0002,3.969545602798462,1.8192665576934814,0.5992174689714801,1.6850602626800537,nan,Boiled perch with oyster sauce. Prepare and clean the fake bacon.
ckpt:runs/gtcrn_finetuned_r2/best.pt,0006,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_30625449,3.86806058883667,1.793579339981079,0.7691391214682304,1.2877676486968994,nan,अपने भ्रादियों पर लट्टीव वच्मूनी योध प्रभी किया बचाओ.
ckpt:runs/gtcrn_finetuned_r2/best.pt,0007,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_35081300,3.063688039779663,1.31081223487854,0.6790664728798239,1.1011223793029785,nan,
ckpt:runs/gtcrn_finetuned_r2/best.pt,0008,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0034,4.013404369354248,1.8441338539123535,0.7150220364392826,1.2010911703109741,nan,were on the the Dutch leaps covered the seas and the welfare
ckpt:runs/gtcrn_finetuned_r2/best.pt,0009,changing_-10,changing,-10.0,False,True,,,cvhi:common_voice_hi_27761653,3.598928928375244,1.2535157203674316,0.6683328624948346,1.2893037796020508,nan,अब आद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद अद
ckpt:runs/gtcrn_finetuned_r2/best.pt,0010,changing_-10,changing,-10.0,False,True,,,cvhi:common_voice_hi_26131771,18.855690002441406,20.631214141845703,0.8869402303422871,3.1251814365386963,nan,Then I want Einstein.
ckpt:runs/gtcrn_finetuned_r2/best.pt,0011,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_26131962,3.533545732498169,1.0134780406951904,0.6192240899932505,1.1641939878463745,nan,आब चल रा है
ckpt:runs/gtcrn_finetuned_r2/best.pt,0012,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_27761476,5.587532997131348,4.46005916595459,0.6941114680308433,1.1731942892074585,nan,तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो त
ckpt:runs/gtcrn_finetuned_r2/best.pt,0013,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_38227751,4.684932708740234,2.9092812538146973,0.6398709632456446,1.360159993171692,nan,I'm not going to be able to have on security security.
ckpt:runs/gtcrn_finetuned_r2/best.pt,0014,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0032,3.2531306743621826,0.5638914108276367,0.7198074854551109,1.1970642805099487,nan,Hopefully we'll see them on both sides. We're still around.
ckpt:runs/gtcrn_finetuned_r2/best.pt,0015,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_26127944,8.923681259155273,8.338619232177734,0.7352717941179501,1.191169023513794,nan,अप वगाई अंदाद प्रस्वोटर पालोवाद जान्य पीच अग़्िए अपने तहाँने
ckpt:runs/gtcrn_finetuned_r2/best.pt,0016,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_27749300,2.191962718963623,-0.04635276272892952,0.5971553193302298,1.2889881134033203,nan,Thank you.
ckpt:runs/gtcrn_finetuned_r2/best.pt,0017,changing_-10,changing,-10.0,False,False,,,ls:2007-132570-0023,4.994770050048828,3.374269485473633,0.5530359988370962,1.184731364250183,nan,"No, no, this is not."
ckpt:runs/gtcrn_finetuned_r2/best.pt,0018,changing_-10,changing,-10.0,False,False,,,ls:1926-147987-0028,4.617945194244385,2.8165557384490967,0.6967317323995897,1.1342021226882935,nan,by any one of the present psychological biases.
ckpt:runs/gtcrn_finetuned_r2/best.pt,0019,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_27749267,2.1080737113952637,-0.46688205003738403,0.6193919181054305,1.4018089771270752,nan,"As I'm wondering, may I ask the Lord,"
ckpt:runs/gtcrn_finetuned_r2/best.pt,0020,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_35077906,5.242936611175537,4.283385276794434,0.5134460960933412,1.1514135599136353,nan,"Права, по-либлему, так и не пропускать."
