system,id,bucket,noise_class,snr_in,clipped,ref_dropout,impulse_peak_db,fault,speech_source,snr_out,si_sdr,stoi,pesq_wb,recovery_s,asr_text
gtcrn_pretrained,0000,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24360601,13.423428535461426,13.465156555175781,0.9908956732460571,2.2045705318450928,nan,बरादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा बादा �
gtcrn_pretrained,0001,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24359451,-0.6825703382492065,-1.2841004133224487,0.916132362045128,1.8775217533111572,nan,रेना को एक अद्खाचन नहीं तुपर किंख्स नहीं की रिटेन
gtcrn_pretrained,0002,changing_-10,changing,-10.0,False,False,,,ls:2007-149877-0004,5.2366132736206055,3.727871894836426,0.7454157681594172,1.1304160356521606,nan,"fine floats, good eating, and particularly the company and appointeeship of successful men."
gtcrn_pretrained,0003,changing_-10,changing,-10.0,True,False,,,ls:2007-132570-0019,9.219099044799805,8.880180358886719,0.8839715159347018,1.6748781204223633,nan,and nothing to be seen but the old castle walls. So they helped one another up again as fast as they could.
gtcrn_pretrained,0004,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0075,8.309504508972168,7.719117164611816,0.8830686141134761,1.3898489475250244,nan,session of Cromwell to Supreme Power in December 1653 with the title of Lord Protector.
gtcrn_pretrained,0005,changing_-10,changing,-10.0,True,False,,,ls:1081-128618-0002,4.066084384918213,1.9604084491729736,0.5983999897215139,1.6020495891571045,nan,Boiled perch with oyster sauce. Prepare and clean the fish.
gtcrn_pretrained,0006,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_30625449,4.046241283416748,1.9632797241210938,0.7616531534937773,1.2986640930175781,nan,अपने के लाडियों पर लख्ट्विद भूनी योज़््ट्राबि की आब जाए।
gtcrn_pretrained,0007,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_35081300,3.68670654296875,1.8750454187393188,0.6880991289474185,1.1150054931640625,nan,
gtcrn_pretrained,0008,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0034,3.950077533721924,1.7235684394836426,0.6958442881809623,1.1413711309432983,nan,were on the the duckleets covered the seas and the welfare
gtcrn_pretrained,0009,changing_-10,changing,-10.0,False,True,,,cvhi:common_voice_hi_27761653,2.937704563140869,0.34626856446266174,0.6397653462326303,1.3233416080474854,nan,अदिन लेगे पर है विक्णन्सी करे अपलाई
gtcrn_pretrained,0010,changing_-10,changing,-10.0,False,True,,,cvhi:common_voice_hi_26131771,-6.532621383666992,-6.152109622955322,0.8791095994500805,2.5873758792877197,nan,Then I want Einstein.
