system,id,bucket,noise_class,snr_in,clipped,ref_dropout,impulse_peak_db,fault,speech_source,snr_out,si_sdr,stoi,pesq_wb,dnsmos_sig,dnsmos_bak,dnsmos_ovrl,recovery_s,asr_text
ckpt:runs/vaani_full_r3_df1/best.pt,0000,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24360601,16.625259399414062,16.52989959716797,0.9903748877395961,2.520146369934082,3.127865323939032,4.11444219812774,2.7645152228701155,nan,वेरे चाचा क्रिकेट के शोक्किया खिलाडी हैं
ckpt:runs/vaani_full_r3_df1/best.pt,0001,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24359451,12.74874210357666,12.51186466217041,0.9380141425453645,2.196995258331299,2.947172536420621,3.956393852662007,2.6169577559129817,nan,रेना को एक और जद्काचिन नहीं चुपर किंच नहीं की आरी टेन.
ckpt:runs/vaani_full_r3_df1/best.pt,0002,changing_-10,changing,-10.0,False,False,,,ls:2007-149877-0004,6.898415565490723,6.033722877502441,0.8073974091099089,1.2368661165237427,3.0553831639658235,3.73560464095382,2.6994701648170363,nan,"fine clothes, good eating, in particular, a company and a point of shift of successful bed."
ckpt:runs/vaani_full_r3_df1/best.pt,0003,changing_-10,changing,-10.0,True,False,,,ls:2007-132570-0019,10.640238761901855,10.270063400268555,0.9124390673703033,1.6248044967651367,3.2872328912458766,3.4701117597058193,2.7795719871319333,nan,and nothing to be seen but the old castle walls. So they helped one another up again as fast as they could.
ckpt:runs/vaani_full_r3_df1/best.pt,0004,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0075,10.04561996459961,9.642278671264648,0.905839516285943,1.495215654373169,3.5009098774032057,4.151402151632218,3.2208715189464776,nan,a session of Cromwell to Supreme Power in December 1653 with the title of Lord Protector.
ckpt:runs/vaani_full_r3_df1/best.pt,0005,changing_-10,changing,-10.0,True,False,,,ls:1081-128618-0002,6.692451477050781,5.9041218757629395,0.6919434538730646,1.9889639616012573,3.4571024405733817,4.106807856479989,3.1707672233899795,nan,Boiled perch with oyster sauce. Prepare and clean the fish and
ckpt:runs/vaani_full_r3_df1/best.pt,0006,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_30625449,6.581793308258057,5.592652320861816,0.8124759287582364,1.4173996448516846,2.8998791366938703,4.054529187229331,2.5749634236919205,nan,अपने किटारी आपने लख्च्ट्वे दोनी योर्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्�
ckpt:runs/vaani_full_r3_df1/best.pt,0007,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_35081300,10.739599227905273,10.512405395507812,0.8114442905596105,1.4256539344787598,2.552058145058792,3.9184418958609113,2.155818809173621,nan,अगर बाद़ा पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर �
ckpt:runs/vaani_full_r3_df1/best.pt,0008,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0034,4.982875823974609,3.336967945098877,0.7939019400553268,1.2248053550720215,3.42158987078428,3.705923190671361,2.9915002915312665,nan,"were on the surface. The dunes, which had fleets covered the seas and the welfare"
ckpt:runs/vaani_full_r3_df1/best.pt,0009,changing_-10,changing,-10.0,False,True,,,cvhi:common_voice_hi_27761653,5.287942886352539,3.821535110473633,0.7397447405214452,1.494711995124817,2.3980116080121645,3.2100526536628826,1.8319650761335942,nan,अदिन लेंगे लेंगे लेंगे लेंगे लेंगे लेंगे लेंगे लेंगे लेंगे विक्ण्ची तरे अपलाए अपलाए अपलाए अपलाए अपलाए अपलाए अपलाए अपलाए अपलाए अपलाए अपलाए अपलाए अपलाए अपलाए अपलाए अपलाए अपलाए अप
ckpt:runs/vaani_full_r3_df1/best.pt,0010,changing_-10,changing,-10.0,False,True,,,cvhi:common_voice_hi_26131771,-9.451191902160645,-8.915006637573242,0.8850724081355648,2.6172971725463867,2.676559333190533,3.7743888535866956,2.339365357245867,nan,तने वाद आईंस्टीन
ckpt:runs/vaani_full_r3_df1/best.pt,0011,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_26131962,10.480748176574707,10.14024543762207,0.7835935957537694,1.5869073867797852,2.7012165414777334,3.815816922756315,2.417257540727452,nan,बवावट चल रहा है
ckpt:runs/vaani_full_r3_df1/best.pt,0012,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_27761476,9.744701385498047,9.344673156738281,0.7870216809040483,1.7370710372924805,2.5466390427028998,4.047167227307838,2.1086786820109413,nan,तो ज़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़�
ckpt:runs/vaani_full_r3_df1/best.pt,0013,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_38227751,6.170708656311035,4.971229553222656,0.7338427678087535,1.6253055334091187,2.955546838673061,3.751801327943155,2.623125741038608,nan,"minä oot ongelmaa tullut, että niitä on ikävä kaha, maalsogruutus ja viimaa."
ckpt:runs/vaani_full_r3_df1/best.pt,0014,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0032,4.143292427062988,2.1584837436676025,0.8089931180357703,1.3898671865463257,2.7863415778435017,3.553389724189061,2.4253354781987877,nan,But popular feeling on both sides was now around.
ckpt:runs/vaani_full_r3_df1/best.pt,0015,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_26127944,11.40536117553711,11.124906539916992,0.787546834283012,1.3459291458129883,2.8018867753134886,4.047755766998124,2.4606526561641417,nan,अद्रे अम्ताद प्रट्र पालोवाश जान्य पीचे की अस्लितान
ckpt:runs/vaani_full_r3_df1/best.pt,0016,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_27749300,4.5761895179748535,3.1340456008911133,0.6520964197939614,1.5834872722625732,2.542768703500467,3.346818110492037,1.9626109978772468,nan,Thank you.
ckpt:runs/vaani_full_r3_df1/best.pt,0017,changing_-10,changing,-10.0,False,False,,,ls:2007-132570-0023,6.228813171386719,5.0466766357421875,0.6989495060956951,1.2567007541656494,1.6387324751916768,3.4561294015593793,1.476739497970601,nan,"It's small, rise up, definitely. No, no, society. There is green signal."
ckpt:runs/vaani_full_r3_df1/best.pt,0018,changing_-10,changing,-10.0,False,False,,,ls:1926-147987-0028,7.204075336456299,6.31983757019043,0.839448194547878,1.3932008743286133,2.515678612167205,3.956471037428793,2.222403030337846,nan,earlier than his wife by any one of the dozen simpler devices. He could have left her in the Omaha.
ckpt:runs/vaani_full_r3_df1/best.pt,0019,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_27749267,5.2775774002075195,3.9237241744995117,0.7443856504884745,1.2981094121932983,2.2523571335490713,3.6979708956713067,1.9898392455087954,nan,"Asambang, this board may be your member."
