system,id,bucket,noise_class,snr_in,clipped,ref_dropout,impulse_peak_db,fault,speech_source,snr_out,si_sdr,stoi,pesq_wb,recovery_s,asr_text
ckpt:runs/vaani_full_r2/best.pt,0000,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24360601,18.691797256469727,18.641786575317383,0.9948414175942774,2.717519521713257,nan,वेरे चाचा क्रिकेट के शोक्किया खिलाडी हैं
ckpt:runs/vaani_full_r2/best.pt,0001,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24359451,13.848714828491211,13.689361572265625,0.9373549750512553,2.1477692127227783,nan,रेना को एक ओजद का चिन नहीं चुपर किंज नहीं की आरी टेन अगर देएं
ckpt:runs/vaani_full_r2/best.pt,0002,changing_-10,changing,-10.0,False,False,,,ls:2007-149877-0004,6.819047927856445,5.941307067871094,0.7950609200279684,1.2084448337554932,nan,"fine clothes, good eating, in particular elite company, and a point of shift of successful bed."
ckpt:runs/vaani_full_r2/best.pt,0003,changing_-10,changing,-10.0,True,False,,,ls:2007-132570-0019,10.946104049682617,10.60873031616211,0.9108669520914732,1.6152814626693726,nan,and nothing to be seen but the old castle walls. So they helped one another up again as fast as they could.
ckpt:runs/vaani_full_r2/best.pt,0004,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0075,10.245672225952148,9.836524963378906,0.9064503410534568,1.5961418151855469,nan,session of Cromwell to Supreme Power in December 1653 with the title of Lord Protector.
ckpt:runs/vaani_full_r2/best.pt,0005,changing_-10,changing,-10.0,True,False,,,ls:1081-128618-0002,5.877762317657471,4.739941120147705,0.6666255881361479,1.9751791954040527,nan,Boiled perch with oyster sauce. Prepare and clean the fish and
ckpt:runs/vaani_full_r2/best.pt,0006,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_30625449,6.225656509399414,5.066869258880615,0.8019433658931827,1.3924624919891357,nan,अपने किब्राडियों पर लट्कुद्वेट रोनी योध्वाबी किया बचाओ.
ckpt:runs/vaani_full_r2/best.pt,0007,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_35081300,10.928485870361328,10.778726577758789,0.8229577246488282,1.4532212018966675,nan,अगर बाद़ा परच्वाद परच्वाद परच्वाद परच्वाद परच्वाद परच्वाद परच्वाद परच्वाद परच्वाद परच्वाद परच्वाद परच्वाद परच्वाद परच्वाद परच्वाद परच्वाद परच्वाद परच्वाद परच्वाद प
ckpt:runs/vaani_full_r2/best.pt,0008,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0034,4.383216857910156,2.43286395072937,0.7622068591935415,1.1715418100357056,nan,were on the... the dun... sleets covered the seas and the welfare...
ckpt:runs/vaani_full_r2/best.pt,0009,changing_-10,changing,-10.0,False,True,,,cvhi:common_voice_hi_27761653,5.186493873596191,3.6826229095458984,0.7291713533674579,1.503597617149353,nan,अदिन लिएडिन लोपर है विकन्सी करे अपलाई
