system,id,bucket,noise_class,snr_in,clipped,ref_dropout,impulse_peak_db,fault,speech_source,snr_out,si_sdr,stoi,pesq_wb,recovery_s,asr_text
ckpt:runs/gtcrn_finetuned/best.pt,0000,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24360601,2.0243377685546875,2.2272286415100098,0.9952656636277809,1.9482066631317139,nan,नेरे चाचा क्रिकेट के शोक्किया खिलाडी हैं
ckpt:runs/gtcrn_finetuned/best.pt,0001,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24359451,11.225896835327148,10.890518188476562,0.9112931961454838,1.9117398262023926,nan,रेना को एको जद्काचिन नहीं तुपर किंख्स नहीं की रेटेन नहीं
ckpt:runs/gtcrn_finetuned/best.pt,0002,changing_-10,changing,-10.0,False,False,,,ls:2007-149877-0004,5.639019012451172,4.354456901550293,0.7677935234064227,1.1426618099212646,nan,"fine clothes, good eating, and particularly the company and acquaintancehip of successful men."
ckpt:runs/gtcrn_finetuned/best.pt,0003,changing_-10,changing,-10.0,True,False,,,ls:2007-132570-0019,9.211783409118652,8.844724655151367,0.8890390178989224,1.660065770149231,nan,and nothing to be seen but the old castle walls. So they helped one another up again as fast as they could.
ckpt:runs/gtcrn_finetuned/best.pt,0004,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0075,6.418352127075195,6.0906572341918945,0.8812401585861784,1.2772573232650757,nan,a session of Carmel to Supreme Power in December 1653 with the title of North Protector.
ckpt:runs/gtcrn_finetuned/best.pt,0005,changing_-10,changing,-10.0,True,False,,,ls:1081-128618-0002,3.8853728771209717,2.061954975128174,0.6097624709281233,1.6399385929107666,nan,Boiled perch with oyster sauce. Prepare and clean the fig.
ckpt:runs/gtcrn_finetuned/best.pt,0006,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_30625449,3.7613511085510254,1.4840831756591797,0.7606606180640154,1.24580979347229,nan,अपने बडाडियों पर लट्टिव रे प्मूनी योध दिट्रगरी की आब चाँ
ckpt:runs/gtcrn_finetuned/best.pt,0007,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_35081300,6.265753746032715,5.211706161499023,0.6733352442216968,1.111704707145691,nan,","
ckpt:runs/gtcrn_finetuned/best.pt,0008,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0034,4.112651824951172,2.0271284580230713,0.7068376162694043,1.1448709964752197,nan,were on the the duck bleeps covered the seas and the welfare
ckpt:runs/gtcrn_finetuned/best.pt,0009,changing_-10,changing,-10.0,False,True,,,cvhi:common_voice_hi_27761653,4.416385173797607,2.471548080444336,0.7070479157387008,1.3364684581756592,nan,अपर है विकन्सी करे अपलाई
