system,id,bucket,noise_class,snr_in,clipped,ref_dropout,impulse_peak_db,fault,speech_source,snr_out,si_sdr,stoi,pesq_wb,dnsmos_sig,dnsmos_bak,dnsmos_ovrl,recovery_s,asr_text
h_gtcrn_iva,0000,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24360601,15.540719985961914,15.507051467895508,0.9822425022233382,2.1371867656707764,3.3226189826130352,4.133545775620028,2.955718707640407,nan,मेरे चाचा क्रिकेट के शोक्किया खिलाडी है
h_gtcrn_iva,0001,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24359451,17.027929306030273,17.65035629272461,0.9819473723364543,1.7906255722045898,3.4959604826098456,4.076578009823821,3.187804550714879,nan,रेना को एक और जद्काचन नहीं चुपर किंज नहीं की रिटें
h_gtcrn_iva,0002,changing_-10,changing,-10.0,False,False,,,ls:2007-149877-0004,8.108467102050781,7.460140228271484,0.8784409931096284,1.3345654010772705,3.2059843603241003,3.7765965030143764,2.827998378556126,nan,"fine clothes, good eating, and particularly the company and the appointeeship of successful men."
h_gtcrn_iva,0003,changing_-10,changing,-10.0,True,False,,,ls:2007-132570-0019,7.579672336578369,7.037946701049805,0.9230425125857836,1.980494737625122,3.0909609135971423,3.5891831643860668,2.6640426049989867,nan,on and nothing to be seen but the old castle walls. So they helped one another up again as fast they could.
h_gtcrn_iva,0004,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0075,10.769734382629395,10.649815559387207,0.9466103533978937,2.057647466659546,3.458748597725132,4.092986249209502,3.1357560543765706,nan,a session of Cromwell to Supreme Power in December 1653 with the title of Lord Protector.
h_gtcrn_iva,0005,changing_-10,changing,-10.0,True,False,,,ls:1081-128618-0002,6.631686210632324,5.880630016326904,0.71481955959028,2.0922298431396484,3.4482047626598042,4.059642301153634,3.1233629223044757,nan,Boiled birch with oyster sauce. Prepare and clean the fish.
h_gtcrn_iva,0006,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_30625449,5.901566028594971,4.778690814971924,0.8201069710002254,1.333716630935669,2.869372986690271,3.977422973919074,2.548802128286185,nan,अपने के लाडियों पर लट्पिष्वर भूनी योर्च का भी किया बचाओ.
h_gtcrn_iva,0007,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_35081300,12.768798828125,13.228073120117188,0.9568879969771813,2.2003040313720703,2.8424310497135927,3.9780982571000756,2.4349268603591168,nan,बलक रोक सुलिष्यन्स पाविट लिमिटट गुडगावा में जावा डवलपर की वाखन सी
h_gtcrn_iva,0008,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0034,5.783013820648193,4.649489402770996,0.8173785071048583,1.2470036745071411,3.505190892310237,3.8303407101825453,3.1110489531903514,nan,"the beaches were on the sea, their enemies, the Dutch fleets covered the seas and the welfare of the land."
h_gtcrn_iva,0009,changing_-10,changing,-10.0,False,True,,,cvhi:common_voice_hi_27761653,4.982752323150635,3.4606375694274902,0.733316720741594,1.458012580871582,2.450707529008464,3.6821177079009813,2.053984576123029,nan,अगर अदर बच्छाँ तर बच्छाँ तर बच्छाँ तर बच्छाँ तर बच्छाँ तर बच्छाँ तर बच्छाँ तर बच्छाँ तर बच्छाँ तर बच्छाँ तर बच्छाँ तर बच्छाँ तर बच्छाँ तर बच्छाँ तर बच्छाँ तर बच्छाँ तर बच्�
h_gtcrn_iva,0010,changing_-10,changing,-10.0,False,True,,,cvhi:common_voice_hi_26131771,-0.03196459263563156,-38.04526138305664,0.42859789928318553,1.0897003412246704,2.3296544415506246,3.7336370927159406,1.8749568157394518,nan,"Блин, а то на стиль!"
h_gtcrn_iva,0011,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_26131962,12.88658618927002,12.66769027709961,0.9235574424233249,2.054360866546631,2.765706046708382,3.6385118075709286,2.398909664374186,nan,बहें आव चल रहा है
h_gtcrn_iva,0012,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_27761476,12.736551284790039,12.976095199584961,0.9459437270024577,2.4592928886413574,2.712200947473413,3.9395140298829103,2.22884691123146,nan,जिन्दा दिलिके जीते जागते सबूँ
